site,run_type,title,url,score,compatible,matched_categories,checked_at
Intuit Israel,NEW,"Manager 3, State and Local Tax Multiple Locations",https://jobs.intuit.com/job/san-diego/manager-3-state-and-local-tax/27595/91172117424,0,False,,2026-08-05T17:44:06
Intuit Israel,NEW,"Manager 3, Account Management Multiple Locations",https://jobs.intuit.com/job/atlanta/manager-3-account-management/27595/98796242416,0,False,,2026-08-05T17:44:06
Intuit Israel,NEW,"Senior Staff SWE New York, New York",https://jobs.intuit.com/job/new-york/senior-staff-swe/27595/98796242368,0,False,,2026-08-05T17:44:06
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4422566710,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4448972988,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4449074727,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://il.linkedin.com/jobs/view/budget-and-operations-coordinator-at-natal-4447386558?trk=public_jobs_topcard-title,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4449076027,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4449480310,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4449115208,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://il.linkedin.com/jobs/view/student-for-qc-team-at-orbit-communication-systems-4448984784?trk=public_jobs_topcard-title,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4447392631,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4407835323,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4448010250,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://il.linkedin.com/jobs/view/system-administrator-at-reline-it-solutions-4447375577?trk=public_jobs_topcard-title,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4432439477,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4447384900,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4423899575,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4431221322,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4412665726,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4447373643,0,False,,2026-08-05T17:44:23
Happly AI,NEW,צפייה,https://www.linkedin.com/jobs/view/4431498298,0,False,,2026-08-05T17:44:23
